s_tp,s_fp,s_tn,s_fn,a_tp,a_fp,a_tn,a_fn,zona
130,16,2,2,130,1,17,2,parque_el_prado
150,0,0,0,149,0,0,1,parque_el_prado
135,6,9,0,135,2,13,0,parque_el_prado
143,3,4,0,143,1,6,0,parque_el_prado
101,45,4,0,100,11,38,1,parque_el_prado
121,14,15,0,121,8,21,0,parque_el_prado
127,12,11,0,124,4,19,3,parque_el_prado
149,0,0,1,148,0,0,2,parque_el_prado
111,30,8,1,108,2,36,4,parque_el_prado
136,3,11,0,136,0,14,0,parque_el_prado
141,6,3,0,141,0,9,0,parque_el_prado
134,12,3,1,133,0,15,2,parque_el_prado
138,4,8,0,138,1,11,0,parque_el_prado
136,11,3,0,130,3,11,6,parque_el_prado
132,12,6,0,131,1,17,1,parque_el_prado
118,14,18,0,112,3,29,6,parque_el_prado
109,7,34,0,104,1,40,5,parque_el_prado
141,5,4,0,141,1,8,0,parque_el_prado
92,13,45,0,91,5,53,1,parque_el_prado
149,0,0,1,136,0,0,14,parque_el_prado
137,11,2,0,137,1,12,0,parque_el_prado
143,3,4,0,142,0,7,1,parque_el_prado
138,6,6,0,137,0,12,1,parque_el_prado
140,3,7,0,138,0,10,2,parque_el_prado
132,6,9,3,113,0,15,22,parque_el_prado
139,6,5,0,139,2,9,0,parque_el_prado
142,1,7,0,140,0,8,2,parque_el_prado
141,4,5,0,141,1,8,0,parque_el_prado
106,25,18,1,105,5,38,2,parque_el_prado
140,4,6,0,140,1,9,0,parque_el_prado
139,9,2,0,138,3,8,1,parque_el_prado
133,6,11,0,133,1,16,0,parque_el_prado
137,10,3,0,137,2,11,0,parque_el_prado
136,8,6,0,135,3,11,1,parque_el_prado
103,13,34,0,103,3,44,0,parque_el_prado
137,11,1,1,136,8,4,2,parque_el_prado
142,2,6,0,139,0,8,3,parque_el_prado
108,12,30,0,107,2,40,1,parque_el_prado
127,20,2,1,122,3,19,6,parque_el_prado
118,18,12,2,113,3,27,7,parque_el_prado
142,4,4,0,140,1,7,2,parque_el_prado
20,87,43,0,19,22,108,1,parque_el_prado
136,10,4,0,136,2,12,0,parque_el_prado
129,16,5,0,129,2,19,0,parque_el_prado
115,18,16,1,112,1,33,4,parque_el_prado
139,7,4,0,138,2,9,1,parque_el_prado
140,5,5,0,139,1,9,1,parque_el_prado
140,4,6,0,140,1,9,0,parque_el_prado
139,5,6,0,138,1,10,1,parque_el_prado
118,24,8,0,116,8,24,2,parque_el_prado
122,12,16,0,116,4,24,6,parque_el_prado
135,8,6,1,135,0,14,1,parque_el_prado
136,13,1,0,136,2,12,0,parque_el_prado
137,6,7,0,135,1,12,2,parque_el_prado
140,3,7,0,140,1,9,0,parque_el_prado
84,15,51,0,80,3,63,4,parque_el_prado
112,20,18,0,112,7,31,0,parque_el_prado
136,12,2,0,134,4,10,2,parque_el_prado
135,7,8,0,135,3,12,0,parque_el_prado
139,5,5,1,139,2,8,1,parque_el_prado
136,7,7,0,136,3,11,0,parque_el_prado
137,10,3,0,137,5,8,0,parque_el_prado
150,0,0,0,150,0,0,0,parque_el_prado
142,4,4,0,142,1,7,0,parque_el_prado
137,6,7,0,136,1,12,1,parque_el_prado
131,17,2,0,130,5,14,1,parque_el_prado
150,0,0,0,150,0,0,0,parque_el_prado
112,29,8,1,110,11,26,3,parque_el_prado
132,11,7,0,127,2,16,5,parque_el_prado
140,5,5,0,139,1,9,1,parque_el_prado
141,3,6,0,140,1,8,1,parque_el_prado
116,30,4,0,108,19,15,8,parque_el_prado
150,0,0,0,150,0,0,0,parque_el_prado
137,7,6,0,131,1,12,6,parque_el_prado
142,5,3,0,142,1,7,0,parque_el_prado
141,3,6,0,141,0,9,0,parque_el_prado
138,8,4,0,135,0,12,3,parque_el_prado
150,0,0,0,150,0,0,0,parque_el_prado
137,6,7,0,137,3,10,0,parque_el_prado
135,10,5,0,134,3,12,1,parque_el_prado
132,10,8,0,131,1,17,1,parque_el_prado
128,15,7,0,123,2,20,5,parque_el_prado
21,63,66,0,19,15,114,2,parque_el_prado
137,11,2,0,133,2,11,4,parque_el_prado
139,5,6,0,139,1,10,0,parque_el_prado
134,10,5,1,130,3,12,5,parque_el_prado
150,0,0,0,149,0,0,1,parque_el_prado
130,16,4,0,128,5,15,2,parque_el_prado
139,1,10,0,138,0,11,1,parque_el_prado
132,14,4,0,131,4,14,1,parque_el_prado
141,7,2,0,141,5,4,0,parque_el_prado
139,10,1,0,137,1,10,2,parque_el_prado
138,10,2,0,138,5,7,0,parque_el_prado
140,4,5,1,140,0,9,1,parque_el_prado
100,34,15,1,98,6,43,3,parque_el_prado
80,16,54,0,76,0,70,4,parque_el_prado
133,10,6,1,131,0,16,3,parque_el_prado
124,19,6,1,116,1,24,9,parque_el_prado
140,4,6,0,139,0,10,1,parque_el_prado
139,6,5,0,137,0,11,2,parque_el_prado
139,6,5,0,139,0,11,0,parque_el_prado
138,11,1,0,138,1,11,0,parque_el_prado
137,5,8,0,137,1,12,0,parque_el_prado
98,14,38,0,97,1,51,1,parque_el_prado
112,17,21,0,111,1,37,1,parque_el_prado
127,16,6,1,123,1,21,5,parque_el_prado
65,32,52,1,65,3,81,1,parque_el_prado
111,21,18,0,109,3,36,2,parque_el_prado
150,0,0,0,150,0,0,0,parque_el_prado
104,8,37,1,104,3,42,1,parque_el_prado
134,7,9,0,132,2,14,2,parque_el_prado
85,18,47,0,82,3,62,3,parque_el_prado
137,4,9,0,137,2,11,0,parque_el_prado
136,5,9,0,136,0,14,0,parque_el_prado
137,4,9,0,137,2,11,0,parque_el_prado
137,9,4,0,137,3,10,0,parque_el_prado
136,6,8,0,135,3,11,1,parque_el_prado
135,12,3,0,134,1,14,1,parque_el_prado
137,7,6,0,136,0,13,1,parque_el_prado
150,0,0,0,143,0,0,7,parque_el_prado
139,4,7,0,139,2,9,0,parque_el_prado
135,13,2,0,135,2,13,0,parque_el_prado
137,10,3,0,137,4,9,0,parque_el_prado
139,3,8,0,137,1,10,2,parque_el_prado
138,5,7,0,138,2,10,0,parque_el_prado
140,7,3,0,140,2,8,0,parque_el_prado
139,4,7,0,139,1,10,0,parque_el_prado
134,4,12,0,134,1,15,0,parque_el_prado
132,11,7,0,132,2,16,0,parque_el_prado
103,29,18,0,90,12,35,13,parque_el_prado
47,59,43,1,34,8,94,14,parque_el_prado
49,54,47,0,49,8,93,0,parque_el_prado
136,12,1,1,135,4,9,2,parque_el_prado
124,24,2,0,123,7,19,1,parque_el_prado
142,5,3,0,142,2,6,0,parque_el_prado
141,3,6,0,140,1,8,1,parque_el_prado
141,4,5,0,141,2,7,0,parque_el_prado
133,11,6,0,130,3,14,3,parque_el_prado
127,9,14,0,127,4,19,0,parque_el_prado
142,4,4,0,141,0,8,1,parque_el_prado
150,0,0,0,150,0,0,0,parque_el_prado
115,15,20,0,114,3,32,1,parque_el_prado
136,14,0,0,134,8,6,2,parque_el_prado
65,24,61,0,65,6,79,0,parque_el_prado
136,5,9,0,135,0,14,1,parque_el_prado
139,3,7,1,139,0,10,1,parque_el_prado
133,10,7,0,133,1,16,0,parque_el_prado
138,8,4,0,138,3,9,0,parque_el_prado
141,4,5,0,140,0,9,1,parque_el_prado
131,18,1,0,130,2,17,1,parque_el_prado
134,13,2,1,120,3,12,15,parque_el_prado
110,18,22,0,110,3,37,0,parque_el_prado
139,6,4,1,139,2,8,1,parque_el_prado
139,4,7,0,139,1,10,0,parque_el_prado
141,5,4,0,141,2,7,0,parque_el_prado
139,4,7,0,139,1,10,0,parque_el_prado
137,6,7,0,137,1,12,0,parque_el_prado
132,18,0,0,125,8,10,7,parque_el_prado
140,6,4,0,138,0,10,2,parque_el_prado
137,12,1,0,137,1,12,0,parque_el_prado
137,6,6,1,137,1,11,1,parque_el_prado
134,14,2,0,131,1,15,3,parque_el_prado
120,23,7,0,120,3,27,0,parque_el_prado
129,18,2,1,128,2,18,2,parque_el_prado
134,14,2,0,132,1,15,2,parque_el_prado
140,6,4,0,140,1,9,0,parque_el_prado
116,9,25,0,115,2,32,1,parque_el_prado
141,4,5,0,140,2,7,1,parque_el_prado
136,12,2,0,133,1,13,3,parque_el_prado
137,11,2,0,136,4,9,1,parque_el_prado
137,10,3,0,135,2,11,2,parque_el_prado
107,28,15,0,107,7,36,0,parque_el_prado
108,12,30,0,101,4,38,7,parque_el_prado
150,0,0,0,150,0,0,0,parque_el_prado
80,44,24,2,74,14,54,8,parque_el_prado
140,5,5,0,140,1,9,0,parque_el_prado
140,7,3,0,138,2,8,2,parque_el_prado
133,11,6,0,132,1,16,1,parque_el_prado
129,19,2,0,127,10,11,2,parque_el_prado
133,9,7,1,133,1,15,1,parque_el_prado
143,2,5,0,140,0,7,3,parque_el_prado
0,106,44,0,0,38,112,0,parque_el_prado
119,16,13,2,115,5,24,6,parque_el_prado
137,10,3,0,136,2,11,1,parque_el_prado
141,6,3,0,141,3,6,0,parque_el_prado
118,11,21,0,117,0,32,1,parque_el_prado
141,4,5,0,141,2,7,0,parque_el_prado
122,6,22,0,119,0,28,3,parque_el_prado
129,12,9,0,127,1,20,2,parque_el_prado
140,4,6,0,140,1,9,0,parque_el_prado
150,0,0,0,150,0,0,0,parque_el_prado
135,14,1,0,128,9,6,7,parque_el_prado
133,12,5,0,132,2,15,1,parque_el_prado
140,4,6,0,140,2,8,0,parque_el_prado
101,15,33,1,93,0,48,9,parque_el_prado
139,8,3,0,139,2,9,0,parque_el_prado
139,8,3,0,138,0,11,1,parque_el_prado
125,16,8,1,120,10,14,6,parque_el_prado
134,7,9,0,134,2,14,0,parque_el_prado
139,1,10,0,138,0,11,1,parque_el_prado
117,21,12,0,115,4,29,2,parque_el_prado
142,3,5,0,140,1,7,2,parque_el_prado
144,4,2,0,144,1,5,0,parque_el_prado
140,2,8,0,140,1,9,0,parque_el_prado
150,0,0,0,150,0,0,0,parque_el_prado
133,16,0,1,133,4,12,1,parque_el_prado
135,9,5,1,131,2,12,5,parque_el_prado
140,3,7,0,140,1,9,0,parque_el_prado
135,10,5,0,134,4,11,1,parque_el_prado
141,5,4,0,141,3,6,0,parque_el_prado
124,14,11,1,121,1,24,4,parque_el_prado
67,22,60,1,66,5,77,2,parque_el_prado
139,10,1,0,138,5,6,1,parque_el_prado
138,4,8,0,137,2,10,1,parque_el_prado
112,14,24,0,105,3,35,7,parque_el_prado
133,14,3,0,130,2,15,3,parque_el_prado
139,4,7,0,139,2,9,0,parque_el_prado
125,11,14,0,121,3,22,4,parque_el_prado
91,30,27,2,88,16,41,5,parque_el_prado
141,3,6,0,140,1,8,1,parque_el_prado
132,11,7,0,132,3,15,0,parque_el_prado
140,6,4,0,140,2,8,0,parque_el_prado
98,15,37,0,96,2,50,2,parque_el_prado
150,0,0,0,149,0,0,1,parque_el_prado
117,17,16,0,117,5,28,0,parque_el_prado
60,29,61,0,56,7,83,4,parque_el_prado
139,7,4,0,136,2,9,3,parque_el_prado
141,3,6,0,141,1,8,0,parque_el_prado
71,25,54,0,65,5,74,6,parque_el_prado
140,5,5,0,140,2,8,0,parque_el_prado
134,4,12,0,133,1,15,1,parque_el_prado
130,7,13,0,127,0,20,3,parque_el_prado
90,26,34,0,85,5,55,5,parque_el_prado
135,9,6,0,134,3,12,1,parque_el_prado
89,42,18,1,85,13,47,5,parque_el_prado
123,16,10,1,123,1,25,1,parque_el_prado
76,29,45,0,76,6,68,0,parque_el_prado
122,16,12,0,119,6,22,3,parque_el_prado
142,2,6,0,141,0,8,1,parque_el_prado
104,29,17,0,102,12,34,2,parque_el_prado
112,16,22,0,112,4,34,0,parque_el_prado
141,3,5,1,141,2,6,1,parque_el_prado
132,10,8,0,127,0,18,5,parque_el_prado
140,3,7,0,140,1,9,0,parque_el_prado
39,15,96,0,34,4,107,5,parque_el_prado
150,0,0,0,150,0,0,0,parque_el_prado
136,10,4,0,135,3,11,1,parque_el_prado
138,5,7,0,138,1,11,0,parque_el_prado
138,10,2,0,138,3,9,0,parque_el_prado
137,12,1,0,136,4,9,1,parque_el_prado
142,4,4,0,142,0,8,0,parque_el_prado
63,52,30,5,50,12,70,18,parque_el_prado
137,11,2,0,137,4,9,0,parque_el_prado
135,7,8,0,134,2,13,1,parque_el_prado
116,26,8,0,115,8,26,1,parque_el_prado
142,6,2,0,139,1,7,3,parque_el_prado
141,5,4,0,141,0,9,0,parque_el_prado
95,19,36,0,94,7,48,1,parque_el_prado
133,14,3,0,133,7,10,0,parque_el_prado
138,7,5,0,138,0,12,0,parque_el_prado
132,14,4,0,130,0,18,2,parque_el_prado
138,4,7,1,137,0,11,2,parque_el_prado
134,14,2,0,134,6,10,0,parque_el_prado
128,20,2,0,118,8,14,10,parque_el_prado
137,12,1,0,136,1,12,1,parque_el_prado
137,6,7,0,137,3,10,0,parque_el_prado
131,16,3,0,129,3,16,2,parque_el_prado
137,11,2,0,134,1,12,3,parque_el_prado
111,25,14,0,109,3,36,2,parque_el_prado
120,17,12,1,114,4,25,7,parque_el_prado
138,8,4,0,137,0,12,1,parque_el_prado
133,16,1,0,133,6,11,0,parque_el_prado
141,4,5,0,139,1,8,2,parque_el_prado
137,7,5,1,134,1,11,4,parque_el_prado
140,3,7,0,137,0,10,3,parque_el_prado
135,13,2,0,135,4,11,0,parque_el_prado
74,52,24,0,69,11,65,5,parque_el_prado
140,2,8,0,140,1,9,0,parque_el_prado
135,13,2,0,135,4,11,0,parque_el_prado
104,12,34,0,104,3,43,0,parque_el_prado
120,8,22,0,120,5,25,0,parque_el_prado
142,3,5,0,141,0,8,1,parque_el_prado
69,58,23,0,65,7,74,4,parque_el_prado
150,0,0,0,147,0,0,3,parque_el_prado
140,4,6,0,140,0,10,0,parque_el_prado
140,7,3,0,139,3,7,1,parque_el_prado
125,18,7,0,123,4,21,2,parque_el_prado
141,3,6,0,141,2,7,0,parque_el_prado
143,5,2,0,143,2,5,0,parque_el_prado
131,14,5,0,129,0,19,2,parque_el_prado
140,2,8,0,139,1,9,1,parque_el_prado
123,22,4,1,116,7,19,8,parque_el_prado
138,4,8,0,138,1,11,0,parque_el_prado
150,0,0,0,150,0,0,0,parque_el_prado
141,2,7,0,141,1,8,0,parque_el_prado
131,16,3,0,130,5,14,1,parque_el_prado
133,15,2,0,133,4,13,0,parque_el_prado
134,13,2,1,134,4,11,1,parque_el_prado
139,2,9,0,138,0,11,1,parque_el_prado
83,31,36,0,81,3,64,2,parque_el_prado
132,7,11,0,128,2,16,4,parque_el_prado
150,0,0,0,149,0,0,1,parque_el_prado
141,5,3,1,141,1,7,1,parque_el_prado
139,3,8,0,139,0,11,0,parque_el_prado
78,18,54,0,78,5,67,0,parque_el_prado
134,6,10,0,133,0,16,1,parque_el_prado
71,39,40,0,70,5,74,1,parque_el_prado
134,14,2,0,132,1,15,2,parque_el_prado
139,4,7,0,137,0,11,2,parque_el_prado
92,18,40,0,92,1,57,0,parque_el_prado
140,3,7,0,140,0,10,0,parque_el_prado
110,30,10,0,108,16,24,2,parque_el_prado
134,7,8,1,133,0,15,2,parque_el_prado
124,20,5,1,121,9,16,4,parque_el_prado
134,14,2,0,134,4,12,0,parque_el_prado
141,4,5,0,141,1,8,0,parque_el_prado
137,4,9,0,136,1,12,1,parque_el_prado
45,70,35,0,44,28,77,1,parque_el_prado
135,10,5,0,132,3,12,3,parque_el_prado
125,12,12,1,117,5,19,9,parque_el_prado
117,16,17,0,117,3,30,0,parque_el_prado
138,11,1,0,135,0,12,3,parque_el_prado
140,9,1,0,140,1,9,0,parque_el_prado
136,9,5,0,135,4,10,1,parque_el_prado
66,15,69,0,64,8,76,2,parque_el_prado
114,13,23,0,113,4,32,1,parque_el_prado
150,0,0,0,150,0,0,0,parque_el_prado
138,5,7,0,138,1,11,0,parque_el_prado
119,23,7,1,116,8,22,4,parque_el_prado
27,45,78,0,27,15,108,0,parque_el_prado
109,9,31,1,107,1,39,3,parque_el_prado
99,37,14,0,91,12,39,8,parque_el_prado
141,4,5,0,141,0,9,0,parque_el_prado
138,4,8,0,136,2,10,2,parque_el_prado
117,13,19,1,113,3,29,5,parque_el_prado
150,0,0,0,149,0,0,1,parque_el_prado
90,33,27,0,84,18,42,6,parque_el_prado
141,3,6,0,139,2,7,2,parque_el_prado
140,5,5,0,140,0,10,0,parque_el_prado
89,25,36,0,85,3,58,4,parque_el_prado
134,14,2,0,132,4,12,2,parque_el_prado
97,16,37,0,97,7,46,0,parque_el_prado
134,5,11,0,131,1,15,3,parque_el_prado
150,0,0,0,150,0,0,0,parque_el_prado
132,16,2,0,131,3,15,1,parque_el_prado
105,33,12,0,105,11,34,0,parque_el_prado
115,31,4,0,113,6,29,2,parque_el_prado
138,1,11,0,138,0,12,0,parque_el_prado
138,8,4,0,136,0,12,2,parque_el_prado
140,3,7,0,140,1,9,0,parque_el_prado
135,12,3,0,135,1,14,0,parque_el_prado
121,18,11,0,116,2,27,5,parque_el_prado
135,10,5,0,134,4,11,1,parque_el_prado
137,8,5,0,133,1,12,4,parque_el_prado
55,15,80,0,55,5,90,0,parque_el_prado
103,42,5,0,100,7,40,3,parque_el_prado
149,0,0,1,148,0,0,2,parque_el_prado
78,12,60,0,75,2,70,3,parque_el_prado
131,10,9,0,131,1,18,0,parque_el_prado
97,28,25,0,96,9,44,1,parque_el_prado
140,2,8,0,139,1,9,1,parque_el_prado
142,2,6,0,141,1,7,1,parque_el_prado
25,31,94,0,25,8,117,0,parque_el_prado
135,15,0,0,133,1,14,2,parque_el_prado
135,13,2,0,135,5,10,0,parque_el_prado
140,2,8,0,139,0,10,1,parque_el_prado
133,15,1,1,132,2,14,2,parque_el_prado
135,7,8,0,135,4,11,0,parque_el_prado
135,11,4,0,135,4,11,0,parque_el_prado
140,1,9,0,140,0,10,0,parque_el_prado
109,19,22,0,108,4,37,1,parque_el_prado
133,15,2,0,131,4,13,2,parque_el_prado
136,9,5,0,133,0,14,3,parque_el_prado
133,15,2,0,132,3,14,1,parque_el_prado
137,5,8,0,137,2,11,0,parque_el_prado
140,10,0,0,140,0,10,0,parque_el_prado
91,19,39,1,88,6,52,4,parque_el_prado
137,11,2,0,137,3,10,0,parque_el_prado
139,5,6,0,138,1,10,1,parque_el_prado
137,4,9,0,137,0,13,0,parque_el_prado
138,8,4,0,138,4,8,0,parque_el_prado
88,43,16,3,88,11,48,3,parque_el_prado
91,16,43,0,91,5,54,0,parque_el_prado
137,2,10,1,137,0,12,1,parque_el_prado
135,9,6,0,133,1,14,2,parque_el_prado
150,0,0,0,150,0,0,0,parque_el_prado
150,0,0,0,149,0,0,1,parque_el_prado
80,29,38,3,76,4,63,7,parque_el_prado
137,9,4,0,137,1,12,0,parque_el_prado
136,6,7,1,136,2,11,1,parque_el_prado
141,3,6,0,141,1,8,0,parque_el_prado
134,7,9,0,134,5,11,0,parque_el_prado
150,0,0,0,150,0,0,0,parque_el_prado
142,2,6,0,142,1,7,0,parque_el_prado
138,5,7,0,138,1,11,0,parque_el_prado
120,17,13,0,120,9,21,0,parque_el_prado
134,10,6,0,132,1,15,2,parque_el_prado
134,6,10,0,134,0,16,0,parque_el_prado
103,28,19,0,97,3,44,6,parque_el_prado
141,4,5,0,139,0,9,2,parque_el_prado
133,13,4,0,132,0,17,1,parque_el_prado
122,18,10,0,118,1,27,4,parque_el_prado
150,0,0,0,149,0,0,1,parque_el_prado
136,14,0,0,136,5,9,0,parque_el_prado
79,39,31,1,72,15,55,8,parque_el_prado
137,3,9,1,137,0,12,1,parque_el_prado
57,15,78,0,55,7,86,2,parque_el_prado
127,18,4,1,124,1,21,4,parque_el_prado
98,19,33,0,97,6,46,1,parque_el_prado
11,31,108,0,10,10,129,1,parque_el_prado
139,6,5,0,139,2,9,0,parque_el_prado
93,44,11,2,93,13,42,2,parque_el_prado
84,37,28,1,81,6,59,4,parque_el_prado
150,0,0,0,150,0,0,0,parque_el_prado
87,18,45,0,86,3,60,1,parque_el_prado
133,11,6,0,132,6,11,1,parque_el_prado
138,5,7,0,137,1,11,1,parque_el_prado
107,20,23,0,107,2,41,0,parque_el_prado
137,8,5,0,137,3,10,0,parque_el_prado
138,5,7,0,138,2,10,0,parque_el_prado
142,3,5,0,142,2,6,0,parque_el_prado
135,13,2,0,135,5,10,0,parque_el_prado
129,17,4,0,126,6,15,3,parque_el_prado
138,4,8,0,135,0,12,3,parque_el_prado
122,19,9,0,118,6,22,4,parque_el_prado
133,12,4,1,132,3,13,2,parque_el_prado
139,6,5,0,139,2,9,0,parque_el_prado
138,12,0,0,135,5,7,3,parque_el_prado
131,15,4,0,130,3,16,1,parque_el_prado
137,5,8,0,133,0,13,4,parque_el_prado
137,13,0,0,137,1,12,0,parque_el_prado
139,9,2,0,138,1,10,1,parque_el_prado
150,0,0,0,150,0,0,0,parque_el_prado
114,9,26,1,110,1,34,5,parque_el_prado
135,12,3,0,134,4,11,1,parque_el_prado
136,4,10,0,136,2,12,0,parque_el_prado
43,61,46,0,40,11,96,3,parque_el_prado
73,16,61,0,69,7,70,4,parque_el_prado
138,4,8,0,137,1,11,1,parque_el_prado
140,6,4,0,140,2,8,0,parque_el_prado
142,1,7,0,142,0,8,0,parque_el_prado
141,3,6,0,140,0,9,1,parque_el_prado
131,18,1,0,130,2,17,1,parque_el_prado
131,17,2,0,131,3,16,0,parque_el_prado
73,54,23,0,66,6,71,7,parque_el_prado
97,15,37,1,97,2,50,1,parque_el_prado
123,24,3,0,121,6,21,2,parque_el_prado
150,0,0,0,150,0,0,0,parque_el_prado
69,39,42,0,65,10,71,4,parque_el_prado
141,5,4,0,141,0,9,0,parque_el_prado
118,18,14,0,115,4,28,3,parque_el_prado
134,13,2,1,129,3,12,6,parque_el_prado
75,60,13,2,58,8,65,19,parque_el_prado
138,9,3,0,136,2,10,2,parque_el_prado
139,9,2,0,139,2,9,0,parque_el_prado
150,0,0,0,150,0,0,0,parque_el_prado
140,4,5,1,138,1,8,3,parque_el_prado
107,28,14,1,99,2,40,9,parque_el_prado
131,11,8,0,131,3,16,0,parque_el_prado
112,17,20,1,109,4,33,4,parque_el_prado
140,5,5,0,140,2,8,0,parque_el_prado
131,14,5,0,131,1,18,0,parque_el_prado
139,4,6,1,139,0,10,1,parque_el_prado
132,16,0,2,129,13,3,5,parque_el_prado
140,3,7,0,137,1,9,3,parque_el_prado
140,4,6,0,140,0,10,0,parque_el_prado
103,15,32,0,97,3,44,6,parque_el_prado
139,4,7,0,138,3,8,1,parque_el_prado
135,5,9,1,135,1,13,1,parque_el_prado
140,5,5,0,138,0,10,2,parque_el_prado
140,5,5,0,140,0,10,0,parque_el_prado
133,16,1,0,133,4,13,0,parque_el_prado
111,19,19,1,111,5,33,1,parque_el_prado
138,4,8,0,137,0,12,1,parque_el_prado
126,15,9,0,126,1,23,0,parque_el_prado
112,24,13,1,112,7,30,1,parque_el_prado
142,5,3,0,140,0,8,2,parque_el_prado
65,39,46,0,52,11,74,13,parque_el_prado
133,15,2,0,133,10,7,0,parque_el_prado
136,13,1,0,136,3,11,0,parque_el_prado
54,52,44,0,53,9,87,1,parque_el_prado
137,7,6,0,137,1,12,0,parque_el_prado
104,17,29,0,104,5,41,0,parque_el_prado
137,5,8,0,137,1,12,0,parque_el_prado
150,0,0,0,150,0,0,0,parque_el_prado
139,2,8,1,137,0,10,3,parque_el_prado
136,12,2,0,136,4,10,0,parque_el_prado
79,15,56,0,79,2,69,0,parque_el_prado
111,16,23,0,110,6,33,1,parque_el_prado
95,21,34,0,93,3,52,2,parque_el_prado
132,8,10,0,131,0,18,1,parque_el_prado
140,9,1,0,138,2,8,2,parque_el_prado
141,3,6,0,141,0,9,0,parque_el_prado
131,14,5,0,126,3,16,5,parque_el_prado
138,9,2,1,137,1,10,2,parque_el_prado
59,19,72,0,49,5,86,10,parque_el_prado
122,21,7,0,118,7,21,4,parque_el_prado
136,14,0,0,133,0,14,3,parque_el_prado
36,27,87,0,29,5,109,7,parque_el_prado
133,15,2,0,127,3,14,6,parque_el_prado
99,30,21,0,96,3,48,3,parque_el_prado
137,7,6,0,134,1,12,3,parque_el_prado
142,3,5,0,142,0,8,0,parque_el_prado
113,28,9,0,110,11,26,3,parque_el_prado
136,13,0,1,131,3,10,6,parque_el_prado
116,6,28,0,110,0,34,6,parque_el_prado
133,15,2,0,127,1,16,6,parque_el_prado
98,25,27,0,97,5,47,1,parque_el_prado
139,5,6,0,137,0,11,2,parque_el_prado
142,4,4,0,139,0,8,3,parque_el_prado
134,14,2,0,132,2,14,2,parque_el_prado
140,4,6,0,139,1,9,1,parque_el_prado
138,10,2,0,137,3,9,1,parque_el_prado
141,4,5,0,141,1,8,0,parque_el_prado
139,5,6,0,139,1,10,0,parque_el_prado
141,4,5,0,141,2,7,0,parque_el_prado
116,15,17,2,116,3,29,2,parque_el_prado
114,16,20,0,110,0,36,4,parque_el_prado
150,0,0,0,150,0,0,0,parque_el_prado
131,15,4,0,131,3,16,0,parque_el_prado
133,11,6,0,133,4,13,0,parque_el_prado
140,5,5,0,139,1,9,1,parque_el_prado
140,3,7,0,139,1,9,1,parque_el_prado
138,9,3,0,138,1,11,0,parque_el_prado
130,8,12,0,125,0,20,5,parque_el_prado
137,8,5,0,137,1,12,0,parque_el_prado
132,10,8,0,130,1,17,2,parque_el_prado
92,19,39,0,88,4,54,4,parque_el_prado
119,22,9,0,119,2,29,0,parque_el_prado
51,57,41,1,49,15,83,3,parque_el_prado
143,4,3,0,142,1,6,1,parque_el_prado
137,7,6,0,136,1,12,1,parque_el_prado
133,13,4,0,131,2,15,2,parque_el_prado
142,4,4,0,142,2,6,0,parque_el_prado
110,25,15,0,109,4,36,1,parque_el_prado
137,12,1,0,135,1,12,2,parque_el_prado
150,0,0,0,150,0,0,0,parque_el_prado
126,20,4,0,121,1,23,5,parque_el_prado
136,7,7,0,135,4,10,1,parque_el_prado
137,7,6,0,134,0,13,3,parque_el_prado
71,19,60,0,70,1,78,1,parque_el_prado
139,7,4,0,137,1,10,2,parque_el_prado
96,16,38,0,94,2,52,2,parque_el_prado
141,2,7,0,140,1,8,1,parque_el_prado
114,26,10,0,112,5,31,2,parque_el_prado
40,52,58,0,39,20,90,1,parque_el_prado
136,12,2,0,135,4,10,1,parque_el_prado
123,10,16,1,119,0,26,5,parque_el_prado
68,43,39,0,63,16,66,5,parque_el_prado
141,4,5,0,141,1,8,0,parque_el_prado
105,18,27,0,103,7,38,2,parque_el_prado
137,9,4,0,137,2,11,0,parque_el_prado
133,16,1,0,133,2,15,0,parque_el_prado
138,10,2,0,137,2,10,1,parque_el_prado
136,5,9,0,136,0,14,0,parque_el_prado
120,17,12,1,117,5,24,4,parque_el_prado
40,25,85,0,39,7,103,1,parque_el_prado
137,12,1,0,136,1,12,1,parque_el_prado
108,12,30,0,106,3,39,2,parque_el_prado
114,29,7,0,114,11,25,0,parque_el_prado
150,0,0,0,146,0,0,4,parque_el_prado
136,11,3,0,136,1,13,0,parque_el_prado
131,17,2,0,130,2,17,1,parque_el_prado
141,4,5,0,140,1,8,1,parque_el_prado
137,8,5,0,136,0,13,1,parque_el_prado
138,3,9,0,136,1,11,2,parque_el_prado
73,71,6,0,69,26,51,4,parque_el_prado
141,2,7,0,140,0,9,1,parque_el_prado
127,15,8,0,122,4,19,5,parque_el_prado
134,11,4,1,133,6,9,2,parque_el_prado
150,0,0,0,149,0,0,1,parque_el_prado
129,17,4,0,128,2,19,1,parque_el_prado
139,4,7,0,139,1,10,0,parque_el_prado
125,15,9,1,122,2,22,4,parque_el_prado
130,10,9,1,127,2,17,4,parque_el_prado
136,7,7,0,134,2,12,2,parque_el_prado
149,0,0,1,148,0,0,2,parque_el_prado
140,1,9,0,138,0,10,2,parque_el_prado
138,4,8,0,137,0,12,1,parque_el_prado
111,11,27,1,110,2,36,2,parque_el_prado
141,3,5,1,141,1,7,1,parque_el_prado
